Rainfall_mm,Temperature_C,Humidity_pct,Soil_Type,Fertilizer_kg_per_ha,Crop_Type,Yield_tons_per_ha
1248.712332772615,43.275000724347066,78.5595153449124,Peaty,179.0550473839461,Rice,0.73
2182.6032178289274,10.720457300353086,97.59278817295954,Silty,281.56581270472503,Rice,1.47
709.1099081798818,16.419157844870185,44.33937943676302,Peaty,129.58350559263474,Wheat,0.54
330.6638569981232,44.08144315945107,38.621707234424335,Loamy,114.73859738014882,Sugarcane,0.7
1858.7607928137188,11.62576444519992,68.60358815211507,Peaty,135.1497755908629,Rice,1.03
473.48191921787486,33.94815592792549,55.21219949916811,Silty,148.55307303338105,Maize,1.72
2746.0971258205896,19.05729935600059,73.00178274831856,Clay,127.54676234737342,Rice,0.35
2558.3973688659958,25.741394667941798,51.61201888014516,Silty,179.36999364332553,Sugarcane,0.89
326.6364089495066,21.38656157671425,51.09418317515856,Clay,161.90763971672393,Rice,1.53
972.7977096631214,20.369572699642884,33.2213551250402,Sandy,296.06608098015516,Wheat,1.88
756.4039082956828,10.193274099326084,85.23691427638673,Sandy,213.40258582459498,Maize,0.83
2616.689592451662,31.815434438964527,46.471841988211935,Peaty,218.88185350141922,Maize,0.35
1771.4815923735632,23.402440616382645,97.7369676311283,Loamy,228.23551458506924,Rice,3.93
313.2140507076078,34.87320113900256,28.871265664946506,Silty,32.367428097991336,Wheat,0.34
1080.1967470137147,27.799974190764598,92.60531791408744,Peaty,161.95232739050195,Cotton,1.4
2803.1534265592045,38.28421328475459,70.67230052083389,Silty,241.10162306973433,Sugarcane,0.47
1366.2278540370255,40.91480906216039,45.94760168042192,Silty,106.88935142309248,Wheat,0.9
201.45705558688428,22.339909971695917,44.38250065264232,Loamy,125.22330094463369,Cotton,0.33
2138.8208920927573,19.429431682948252,39.530041779821936,Loamy,96.96087960622657,Wheat,0.83
910.9631590161652,18.64066219935104,75.70434182718307,Loamy,90.2634929450309,Wheat,2.08
2993.673358137037,19.337335499634975,98.12919646661223,Silty,15.443625374996806,Cotton,0.6
2105.975264353347,28.582710416099772,55.82265316584733,Silty,24.255997899814574,Maize,0.58
878.0478271767925,38.10989147329636,57.62405075568307,Clay,190.0589132282684,Maize,1.47
622.0091231032025,27.786957185925154,75.66502454327055,Loamy,177.26788295647253,Maize,3.04
816.6749331835352,34.890233635330624,84.76008369117723,Silty,193.55183712283497,Sugarcane,3.79
1649.7037814769444,39.319853706756476,74.05520936314247,Sandy,34.042056372176724,Rice,1.0
922.2365576024357,33.09944161119627,85.37777601609727,Sandy,154.9907673813043,Wheat,1.53
2712.204122269315,41.51463200071657,70.64811658186144,Sandy,83.66140577765456,Maize,0.1
2232.6759008366703,41.398859098340196,90.96691394120938,Sandy,192.60949384628634,Maize,0.66
1242.3917463728806,42.90467048602225,97.89310694042538,Clay,48.2424154252496,Rice,1.03
1559.7185100414345,25.694845004518655,99.55659700886565,Silty,213.65376640426075,Wheat,2.47
1226.1125968320077,36.04596830697968,77.67519394017035,Sandy,162.7620691664698,Maize,1.59
1229.6042485664138,19.282082868860392,39.51917147032668,Peaty,146.02264588783655,Maize,1.32
2006.2894136855816,33.41234208820849,89.13340520575224,Silty,216.7356345784516,Maize,1.65
1801.6117577857126,36.89939050072081,23.4883017403547,Silty,282.1375753058743,Cotton,0.94
2293.612566912759,43.357514645838364,46.4600243736411,Peaty,171.68774075125148,Sugarcane,0.21
2588.426475308608,20.305711222435498,50.807818288154024,Sandy,95.0766015468833,Rice,0.57
2148.8834306899244,29.952140953127774,27.77411950166148,Clay,76.24909472092163,Rice,0.92
2656.6446013982754,35.92690162139716,75.76125927962144,Loamy,212.6732990730356,Cotton,0.1
917.3794420644825,31.40297988029882,26.52753443201923,Sandy,188.36832448459083,Sugarcane,2.05
2019.8990061777424,34.56884070401962,83.66341355488808,Silty,265.98514468519795,Sugarcane,2.72
2081.6731788265583,21.48534336161562,32.403329338219535,Peaty,251.680050620809,Rice,2.24
285.4006998293384,11.307186606222505,85.80804485277267,Loamy,38.11815379556543,Wheat,0.54
2902.7051250941554,26.0042806564805,87.36184600095851,Silty,123.40617151700357,Maize,0.79
1984.8037241949783,35.413196680293154,98.06816635700277,Silty,214.3785312539856,Maize,1.6
1429.119977975781,12.745973346979309,22.028059473236603,Peaty,24.2618899851593,Wheat,0.94
2127.799722143026,12.036775842795526,93.21709821011844,Clay,71.93620774722098,Wheat,0.26
2873.6227858569437,35.826392084351895,64.34832420091206,Peaty,125.88001872833698,Sugarcane,0.84
